line_id,transaction_id,datetime,shop_id,product_id,quantity,price,cost
L0006776,T003858,2024-03-09 08:27:30,S002,P067,1,185,95
L0014773,T008262,2024-03-09 08:28:15,S003,P034,1,240,140
L0014774,T008262,2024-03-09 08:28:15,S003,P055,1,200,105
L0017798,T009944,2024-03-09 08:40:00,S001,P011,1,250,100
L0010438,T005895,2024-03-09 09:17:00,S001,P010,1,205,70
L0010439,T005895,2024-03-09 09:17:00,S001,P063,1,225,115
L0027256,T015211,2024-03-09 09:49:30,S002,P064,1,135,80
L0027257,T015211,2024-03-09 09:49:30,S002,P071,1,325,205
L0013575,T007622,2024-03-09 11:00:30,S002,P041,1,100,35
L0013576,T007622,2024-03-09 11:00:30,S002,P030,1,220,95
L0014567,T008154,2024-03-09 11:02:45,S001,P053,1,130,45
L0014568,T008154,2024-03-09 11:02:45,S001,P068,1,295,190
L0032430,T018069,2024-03-09 12:01:15,S003,P035,1,295,175
L0034627,T019278,2024-03-09 12:49:15,S003,P009,1,160,80
L0034628,T019278,2024-03-09 12:49:15,S003,P010,2,205,115
L0030213,T016834,2024-03-09 13:33:00,S003,P025,1,185,90
L0006095,T003451,2024-03-09 13:54:15,S002,P070,1,335,225
L0033876,T018857,2024-03-09 13:54:30,S003,P064,1,135,110
L0033877,T018857,2024-03-09 13:54:30,S003,P041,1,100,45
L0006018,T003406,2024-03-09 14:11:45,S001,P050,1,225,55
L0006019,T003406,2024-03-09 14:11:45,S001,P064,1,135,75
L0015854,T008857,2024-03-09 14:18:00,S001,P049,1,175,55
L0033457,T018628,2024-03-09 14:27:30,S002,P056,1,260,95
L0033458,T018628,2024-03-09 14:27:30,S002,P070,1,335,215
L0022065,T012317,2024-03-09 14:37:00,S002,P031,1,270,125
L0010854,T006117,2024-03-09 16:03:30,S001,P062,1,175,85
L0010855,T006117,2024-03-09 16:03:30,S001,P058,1,145,80
L0015939,T008906,2024-03-09 16:11:15,S001,P015,1,260,90
L0015940,T008906,2024-03-09 16:11:15,S001,P061,1,95,55
L0002470,T001435,2024-03-09 16:16:00,S001,P029,1,170,75
L0002471,T001435,2024-03-09 16:16:00,S001,P060,1,255,135
L0032429,T018068,2024-03-09 17:10:00,S001,P058,1,145,80
L0006597,T003750,2024-03-09 18:57:00,S001,P002,1,125,40
L0020285,T011299,2024-03-10 09:20:00,S002,P059,3,245,130
L0032196,T017937,2024-03-10 09:22:00,S002,P030,1,220,100
L0009736,T005519,2024-03-10 09:37:15,S002,P006,1,155,65
L0009737,T005519,2024-03-10 09:37:15,S002,P068,1,295,200
L0011630,T006551,2024-03-10 09:41:00,S001,P059,1,245,125
L0011631,T006551,2024-03-10 09:41:00,S001,P025,1,185,60
L0034611,T019269,2024-03-10 10:07:30,S002,P022,1,245,85
L0018977,T010584,2024-03-10 10:33:00,S002,P023,1,300,115
L0007141,T004057,2024-03-10 10:36:15,S002,P065,1,165,85
L0007142,T004057,2024-03-10 10:36:15,S002,P015,1,260,95
L0001717,T000983,2024-03-10 10:50:00,S001,P022,1,245,90
L0001718,T000983,2024-03-10 10:50:00,S001,P065,2,165,80
L0013690,T007683,2024-03-10 10:58:00,S001,P011,1,250,95
L0013691,T007683,2024-03-10 10:58:00,S001,P010,2,205,80
L0008312,T004717,2024-03-10 11:04:45,S002,P068,1,295,190
L0008313,T004717,2024-03-10 11:04:45,S002,P008,1,245,80
L0023249,T012978,2024-03-10 12:07:15,S001,P066,1,125,65
L0023250,T012978,2024-03-10 12:07:15,S001,P070,1,335,200
L0023251,T012978,2024-03-10 12:07:15,S001,P030,1,220,85
L0013613,T007646,2024-03-10 12:13:30,S003,P026,1,235,115
L0013614,T007646,2024-03-10 12:13:30,S003,P059,1,245,190
L0025859,T014443,2024-03-10 12:26:30,S003,P071,1,325,295
L0014144,T007929,2024-03-10 12:47:45,S003,P070,2,335,300
L0014145,T007929,2024-03-10 12:47:45,S003,P068,1,295,255
L0014146,T007929,2024-03-10 12:47:45,S003,P002,1,125,70
L0031878,T017751,2024-03-10 16:28:15,S003,P007,1,190,95
L0031879,T017751,2024-03-10 16:28:15,S003,P026,1,235,130
L0033730,T018782,2024-03-10 16:42:15,S001,P033,2,185,75
L0033731,T018782,2024-03-10 16:42:15,S001,P064,1,135,75
L0032218,T017950,2024-03-10 17:07:45,S001,P022,2,245,80
L0015734,T008787,2024-03-10 19:43:45,S001,P013,1,170,55
L0015735,T008787,2024-03-10 19:43:45,S001,P017,1,175,55
L0011884,T006696,2024-03-10 20:13:00,S003,P022,1,245,125
L0011885,T006696,2024-03-10 20:13:00,S003,P056,1,260,130
L0028696,T015993,2024-03-10 20:21:00,S002,P069,1,315,220
L0008035,T004555,2024-03-11 08:02:45,S002,P072,1,355,230
L0008036,T004555,2024-03-11 08:02:45,S002,P009,1,160,70
L0008743,T004960,2024-03-11 08:13:00,S001,P026,1,235,80
L0008744,T004960,2024-03-11 08:13:00,S001,P070,1,335,190
L0008745,T004960,2024-03-11 08:13:00,S001,P062,1,175,90
L0020896,T011648,2024-03-11 08:15:15,S003,P022,1,245,125
L0003710,T002118,2024-03-11 08:59:00,S003,P021,1,190,95
L0003711,T002118,2024-03-11 08:59:00,S003,P040,1,180,70
L0003712,T002118,2024-03-11 08:59:00,S003,P018,1,225,115
L0010397,T005874,2024-03-11 09:18:45,S002,P011,1,250,100
L0010398,T005874,2024-03-11 09:18:45,S002,P046,1,135,40
L0022273,T012431,2024-03-11 09:29:45,S001,P050,1,225,65
L0022274,T012431,2024-03-11 09:29:45,S001,P048,1,215,45
L0010901,T006141,2024-03-11 09:57:45,S002,P001,1,100,40
L0010902,T006141,2024-03-11 09:57:45,S002,P042,1,125,40
L0020152,T011228,2024-03-11 11:03:45,S001,P070,1,335,190
L0020153,T011228,2024-03-11 11:03:45,S001,P069,1,315,195
L0024635,T013735,2024-03-11 12:15:00,S001,P069,1,315,190
L0024636,T013735,2024-03-11 12:15:00,S001,P042,1,125,35
L0034024,T018929,2024-03-11 12:30:15,S001,P024,1,385,115
L0034025,T018929,2024-03-11 12:30:15,S001,P070,1,335,205
L0017776,T009932,2024-03-11 13:27:00,S003,P049,1,175,80
L0017777,T009932,2024-03-11 13:27:00,S003,P069,1,315,275
L0017778,T009932,2024-03-11 13:27:00,S003,P070,1,335,310
L0024150,T013467,2024-03-11 14:04:15,S003,P019,1,275,155
L0024151,T013467,2024-03-11 14:04:15,S003,P021,1,190,90
L0024152,T013467,2024-03-11 14:04:15,S003,P057,1,155,130
L0024153,T013467,2024-03-11 14:04:15,S003,P059,1,245,190
L0008480,T004812,2024-03-11 14:16:30,S001,P004,1,200,60
L0010551,T005954,2024-03-11 15:24:45,S001,P005,1,120,45
L0010552,T005954,2024-03-11 15:24:45,S001,P061,1,95,50
L0022468,T012552,2024-03-11 15:33:45,S001,P045,1,105,30
L0034574,T019248,2024-03-11 15:45:00,S002,P010,1,205,75
L0034575,T019248,2024-03-11 15:45:00,S002,P018,1,225,100
L0034576,T019248,2024-03-11 15:45:00,S002,P019,1,275,115
L0018845,T010514,2024-03-11 16:30:45,S002,P003,1,150,60
L0018846,T010514,2024-03-11 16:30:45,S002,P041,1,100,30
L0012129,T006837,2024-03-11 19:44:00,S001,P050,1,225,65
L0015589,T008704,2024-03-11 20:02:30,S001,P013,1,170,55
L0015590,T008704,2024-03-11 20:02:30,S001,P071,2,325,185
L0003029,T001739,2024-03-11 20:30:00,S003,P060,1,255,195
L0026314,T014688,2024-03-11 20:35:00,S002,P052,1,355,95
L0026315,T014688,2024-03-11 20:35:00,S002,P043,1,150,45
L0026316,T014688,2024-03-11 20:35:00,S002,P038,1,115,35
L0016802,T009391,2024-03-12 08:13:30,S002,P068,1,295,200
L0016803,T009391,2024-03-12 08:13:30,S002,P057,1,155,90
L0016804,T009391,2024-03-12 08:13:30,S002,P034,1,240,95
L0013932,T007819,2024-03-12 08:16:00,S001,P006,1,155,50
L0013933,T007819,2024-03-12 08:16:00,S001,P060,1,255,145
L0013934,T007819,2024-03-12 08:16:00,S001,P063,1,225,115
L0016018,T008951,2024-03-12 08:21:30,S001,P050,1,225,65
L0028433,T015843,2024-03-12 08:23:00,S002,P014,1,215,80
L0015337,T008565,2024-03-12 08:45:00,S001,P023,1,300,115
L0015338,T008565,2024-03-12 08:45:00,S001,P016,1,340,110
L0004173,T002376,2024-03-12 09:01:30,S001,P033,1,185,80
L0004174,T002376,2024-03-12 09:01:30,S001,P066,1,125,70
L0031734,T017674,2024-03-12 09:15:00,S001,P023,1,300,110
L0031735,T017674,2024-03-12 09:15:00,S001,P050,1,225,65
L0002382,T001383,2024-03-12 09:44:15,S003,P031,1,270,140
L0018859,T010522,2024-03-12 10:53:45,S003,P034,1,240,135
L0018860,T010522,2024-03-12 10:53:45,S003,P006,1,155,80
L0009202,T005222,2024-03-12 11:19:15,S002,P032,1,350,145
L0021995,T012280,2024-03-12 11:19:30,S001,P007,1,190,75
L0020501,T011426,2024-03-12 11:53:45,S003,P011,1,250,125
L0020502,T011426,2024-03-12 11:53:45,S003,P035,2,295,170
L0034501,T019206,2024-03-12 12:03:00,S001,P026,1,235,85
L0034502,T019206,2024-03-12 12:03:00,S001,P069,1,315,185
L0000462,T000258,2024-03-12 12:09:00,S002,P008,1,245,85
L0000463,T000258,2024-03-12 12:09:00,S002,P007,1,190,75
L0029728,T016567,2024-03-12 12:27:00,S001,P047,1,165,40
L0015006,T008394,2024-03-12 13:04:30,S002,P003,1,150,65
L0015007,T008394,2024-03-12 13:04:30,S002,P033,1,185,90
L0003322,T001900,2024-03-12 14:13:45,S002,P030,1,220,90
L0014377,T008057,2024-03-12 14:14:00,S001,P014,1,215,75
L0014378,T008057,2024-03-12 14:14:00,S001,P072,1,355,220
L0018496,T010317,2024-03-12 15:11:00,S001,P049,1,175,50
L0021777,T012151,2024-03-12 15:26:00,S002,P008,1,245,80
L0021778,T012151,2024-03-12 15:26:00,S002,P062,1,175,95
L0027519,T015363,2024-03-12 15:29:00,S003,P014,1,215,120
L0027520,T015363,2024-03-12 15:29:00,S003,P019,1,275,145
L0030061,T016750,2024-03-12 15:46:00,S002,P046,2,135,45
L0030062,T016750,2024-03-12 15:46:00,S002,P053,2,130,45
L0030063,T016750,2024-03-12 15:46:00,S002,P057,1,155,80
L0023905,T013333,2024-03-12 16:50:00,S002,P035,1,295,140
L0002770,T001595,2024-03-12 18:13:15,S002,P019,1,275,120
L0009435,T005352,2024-03-12 20:00:30,S002,P021,1,190,75
L0030921,T017216,2024-03-13 08:06:30,S003,P041,1,100,40
L0006400,T003622,2024-03-13 08:46:30,S002,P060,2,255,150
L0031325,T017446,2024-03-13 08:59:15,S003,P007,1,190,90
L0013647,T007662,2024-03-13 09:05:00,S003,P022,1,245,140
L0013648,T007662,2024-03-13 09:05:00,S003,P057,1,155,120
L0009693,T005496,2024-03-13 09:05:30,S002,P011,1,250,110
L0032179,T017927,2024-03-13 09:17:00,S002,P013,1,170,60
L0032180,T017927,2024-03-13 09:17:00,S002,P045,1,105,35
L0026179,T014619,2024-03-13 09:21:00,S002,P023,1,300,120
L0026180,T014619,2024-03-13 09:21:00,S002,P016,1,340,140
L0026181,T014619,2024-03-13 09:21:00,S002,P061,1,95,50
L0015123,T008455,2024-03-13 09:32:00,S003,P023,1,300,160
L0015124,T008455,2024-03-13 09:32:00,S003,P067,1,185,145
L0015125,T008455,2024-03-13 09:32:00,S003,P063,1,225,180
L0009583,T005436,2024-03-13 09:37:00,S003,P011,1,250,135
L0009584,T005436,2024-03-13 09:37:00,S003,P064,1,135,110
L0015139,T008464,2024-03-13 09:37:15,S001,P059,3,245,135
L0015140,T008464,2024-03-13 09:37:15,S001,P062,1,175,85
L0015141,T008464,2024-03-13 09:37:15,S001,P023,1,300,95
L0007623,T004326,2024-03-13 09:53:00,S002,P066,1,125,70
L0007624,T004326,2024-03-13 09:53:00,S002,P055,1,200,75
L0022917,T012805,2024-03-13 10:50:30,S001,P002,1,125,50
L0019398,T010808,2024-03-13 11:33:15,S003,P038,1,115,45
L0018185,T010155,2024-03-13 11:56:45,S001,P068,1,295,195
L0018186,T010155,2024-03-13 11:56:45,S001,P071,1,325,185
L0018187,T010155,2024-03-13 11:56:45,S001,P043,1,150,45
L0018188,T010155,2024-03-13 11:56:45,S001,P072,1,355,225
L0018189,T010155,2024-03-13 11:56:45,S001,P070,2,335,210
L0013538,T007600,2024-03-13 12:03:30,S001,P027,1,285,100
L0013539,T007600,2024-03-13 12:03:30,S001,P019,1,275,95
L0005760,T003255,2024-03-13 12:34:00,S003,P069,1,315,280
L0005761,T003255,2024-03-13 12:34:00,S003,P072,1,355,300
L0005762,T003255,2024-03-13 12:34:00,S003,P068,1,295,275
L0030597,T017044,2024-03-13 13:03:00,S001,P026,1,235,90
L0030598,T017044,2024-03-13 13:03:00,S001,P070,1,335,215
L0026954,T015041,2024-03-13 13:06:15,S001,P028,1,370,140
L0034216,T019042,2024-03-13 13:36:00,S003,P070,1,335,310
L0034217,T019042,2024-03-13 13:36:00,S003,P068,1,295,275
L0027027,T015080,2024-03-13 14:01:00,S001,P066,1,125,70
L0029238,T016288,2024-03-13 14:10:30,S002,P038,1,115,35
L0029239,T016288,2024-03-13 14:10:30,S002,P047,1,165,55
L0005483,T003107,2024-03-13 14:32:30,S001,P027,1,285,90
L0018479,T010308,2024-03-13 15:06:15,S001,P007,1,190,60
L0007249,T004116,2024-03-13 15:16:15,S001,P018,1,225,90
L0007250,T004116,2024-03-13 15:16:15,S001,P067,1,185,105
L0007251,T004116,2024-03-13 15:16:15,S001,P065,1,165,85
L0025782,T014395,2024-03-13 15:46:15,S001,P007,1,190,60
L0025783,T014395,2024-03-13 15:46:15,S001,P062,1,175,90
L0011830,T006659,2024-03-13 16:00:00,S001,P005,1,120,40
L0011831,T006659,2024-03-13 16:00:00,S001,P028,3,370,120
L0011832,T006659,2024-03-13 16:00:00,S001,P068,1,295,195
L0013973,T007842,2024-03-13 17:24:00,S001,P050,1,225,60
L0013974,T007842,2024-03-13 17:24:00,S001,P047,2,165,45
L0010319,T005835,2024-03-13 17:43:45,S002,P004,1,200,75
L0017020,T009515,2024-03-13 18:02:30,S001,P037,1,90,25
L0008595,T004875,2024-03-13 19:13:15,S003,P059,1,245,195
L0008596,T004875,2024-03-13 19:13:15,S003,P039,1,140,60
L0022641,T012643,2024-03-13 19:21:15,S003,P025,2,185,90
L0022642,T012643,2024-03-13 19:21:15,S003,P015,1,260,130
L0026681,T014886,2024-03-13 19:42:15,S001,P024,1,385,140
L0026682,T014886,2024-03-13 19:42:15,S001,P060,1,255,130
L0003140,T001802,2024-03-13 20:24:00,S001,P018,1,225,80
L0003141,T001802,2024-03-13 20:24:00,S001,P058,1,145,75
L0021591,T012046,2024-03-13 20:48:45,S001,P030,1,220,85
L0010210,T005778,2024-03-13 20:49:00,S001,P065,1,165,80
L0004487,T002554,2024-03-14 08:00:15,S001,P050,1,225,50
L0018360,T010246,2024-03-14 08:05:00,S002,P069,1,315,220
L0031775,T017696,2024-03-14 09:08:45,S003,P001,1,100,55
L0031776,T017696,2024-03-14 09:08:45,S003,P070,2,335,300
L0002362,T001372,2024-03-14 09:12:30,S001,P061,1,95,50
L0002363,T001372,2024-03-14 09:12:30,S001,P010,1,205,75
L0018747,T010458,2024-03-14 09:22:30,S002,P019,1,275,115
L0018748,T010458,2024-03-14 09:22:30,S002,P062,1,175,90
L0004341,T002466,2024-03-14 09:27:30,S002,P066,1,125,70
L0004342,T002466,2024-03-14 09:27:30,S002,P065,1,165,90
L0004343,T002466,2024-03-14 09:27:30,S002,P013,1,170,70
L0012610,T007096,2024-03-14 09:28:15,S001,P057,1,155,75
L0012611,T007096,2024-03-14 09:28:15,S001,P067,1,185,100
L0014813,T008285,2024-03-14 09:33:00,S003,P014,2,215,125
L0014814,T008285,2024-03-14 09:33:00,S003,P065,3,165,130
L0020286,T011300,2024-03-14 09:45:00,S003,P072,1,355,320
L0020287,T011300,2024-03-14 09:45:00,S003,P059,1,245,210
L0019569,T010904,2024-03-14 10:46:00,S002,P006,1,155,70
L0019570,T010904,2024-03-14 10:46:00,S002,P065,1,165,90
L0005198,T002946,2024-03-14 10:56:00,S001,P007,1,190,75
L0005199,T002946,2024-03-14 10:56:00,S001,P062,2,175,95
L0020938,T011673,2024-03-14 11:12:30,S001,P045,1,105,30
L0020939,T011673,2024-03-14 11:12:30,S001,P071,1,325,205
L0020940,T011673,2024-03-14 11:12:30,S001,P070,1,335,195
L0025627,T014311,2024-03-14 11:54:00,S002,P062,1,175,95
L0025628,T014311,2024-03-14 11:54:00,S002,P065,2,165,95
L0025629,T014311,2024-03-14 11:54:00,S002,P005,1,120,55
L0022096,T012338,2024-03-14 11:56:15,S001,P054,1,165,50
L0022097,T012338,2024-03-14 11:56:15,S001,P069,1,315,200
L0022098,T012338,2024-03-14 11:56:15,S001,P072,1,355,220
L0022099,T012338,2024-03-14 11:56:15,S001,P071,1,325,185
L0032101,T017879,2024-03-14 12:28:00,S002,P071,1,325,205
L0032102,T017879,2024-03-14 12:28:00,S002,P068,1,295,205
L0032103,T017879,2024-03-14 12:28:00,S002,P069,1,315,200
L0016959,T009477,2024-03-14 12:38:00,S003,P072,1,355,300
L0016960,T009477,2024-03-14 12:38:00,S003,P063,1,225,180
L0026127,T014584,2024-03-14 12:40:30,S001,P069,1,315,180
L0026128,T014584,2024-03-14 12:40:30,S001,P030,1,220,95
L0026129,T014584,2024-03-14 12:40:30,S001,P006,1,155,55
L0026130,T014584,2024-03-14 12:40:30,S001,P065,1,165,90
L0003380,T001932,2024-03-14 14:16:00,S001,P014,1,215,75
L0032881,T018307,2024-03-14 15:35:45,S001,P007,1,190,65
L0023982,T013375,2024-03-14 15:45:00,S002,P021,1,190,75
L0023983,T013375,2024-03-14 15:45:00,S002,P067,1,185,110
L0002037,T001179,2024-03-14 16:02:00,S001,P002,1,125,40
L0032165,T017918,2024-03-14 16:49:00,S002,P011,1,250,100
L0032166,T017918,2024-03-14 16:49:00,S002,P051,1,275,90
L0032167,T017918,2024-03-14 16:49:00,S002,P009,1,160,65
L0023185,T012946,2024-03-14 18:12:00,S001,P071,1,325,190
L0023186,T012946,2024-03-14 18:12:00,S001,P062,1,175,95
L0009689,T005495,2024-03-15 08:00:00,S003,P002,1,125,70
L0009690,T005495,2024-03-15 08:00:00,S003,P046,1,135,60
L0009691,T005495,2024-03-15 08:00:00,S003,P050,1,225,105
L0009692,T005495,2024-03-15 08:00:00,S003,P069,1,315,280
L0030345,T016909,2024-03-15 08:27:00,S002,P043,1,150,55
L0030346,T016909,2024-03-15 08:27:00,S002,P067,1,185,105
L0031090,T017311,2024-03-15 08:37:30,S001,P014,1,215,75
L0031091,T017311,2024-03-15 08:37:30,S001,P022,1,245,100
L0008598,T004877,2024-03-15 08:42:00,S001,P015,1,260,105
L0008599,T004877,2024-03-15 08:42:00,S001,P057,1,155,75
L0008600,T004877,2024-03-15 08:42:00,S001,P027,3,285,90
L0008601,T004877,2024-03-15 08:42:00,S001,P038,1,115,35
L0029431,T016396,2024-03-15 08:52:00,S001,P017,1,175,60
L0029432,T016396,2024-03-15 08:52:00,S001,P060,1,255,140
L0029433,T016396,2024-03-15 08:52:00,S001,P050,1,225,70
L0010014,T005677,2024-03-15 08:58:30,S001,P030,1,220,80
L0001291,T000742,2024-03-15 09:10:00,S001,P015,1,260,100
L0030884,T017199,2024-03-15 09:12:00,S001,P071,1,325,185
L0030885,T017199,2024-03-15 09:12:00,S001,P059,1,245,140
L0030886,T017199,2024-03-15 09:12:00,S001,P068,1,295,190
L0030887,T017199,2024-03-15 09:12:00,S001,P058,1,145,80
L0006084,T003445,2024-03-15 09:14:45,S003,P014,2,215,120
L0006085,T003445,2024-03-15 09:14:45,S003,P060,1,255,195
L0029854,T016640,2024-03-15 09:18:45,S001,P030,1,220,90
L0014070,T007887,2024-03-15 09:23:00,S002,P033,1,185,85
L0000126,T000070,2024-03-15 09:57:45,S002,P071,3,325,210
L0034202,T019034,2024-03-15 09:59:15,S003,P009,1,160,75
L0019376,T010799,2024-03-15 10:07:00,S002,P024,1,385,140
L0033379,T018584,2024-03-15 11:16:15,S001,P027,1,285,110
L0007633,T004332,2024-03-15 11:17:45,S002,P010,1,205,90
L0000770,T000447,2024-03-15 11:29:00,S001,P065,1,165,90
L0000771,T000447,2024-03-15 11:29:00,S001,P068,1,295,195
L0000772,T000447,2024-03-15 11:29:00,S001,P072,1,355,215
L0009780,T005544,2024-03-15 12:03:00,S002,P070,1,335,215
L0009781,T005544,2024-03-15 12:03:00,S002,P069,1,315,205
L0009782,T005544,2024-03-15 12:03:00,S002,P061,3,95,50
L0006246,T003537,2024-03-15 12:19:45,S001,P043,1,150,35
L0032053,T017857,2024-03-15 12:22:15,S003,P023,1,300,165
L0032054,T017857,2024-03-15 12:22:15,S003,P032,2,350,170
L0032055,T017857,2024-03-15 12:22:15,S003,P007,1,190,105
L0013573,T007620,2024-03-15 12:50:30,S001,P070,1,335,195
L0005164,T002926,2024-03-15 13:25:00,S002,P072,1,355,225
L0005165,T002926,2024-03-15 13:25:00,S002,P066,1,125,75
L0005166,T002926,2024-03-15 13:25:00,S002,P032,2,350,140
L0017064,T009542,2024-03-15 13:50:45,S002,P006,1,155,55
L0030190,T016823,2024-03-15 14:31:30,S003,P007,1,190,100
L0031992,T017819,2024-03-15 14:39:15,S002,P060,1,255,150
L0025830,T014423,2024-03-15 14:41:30,S003,P006,1,155,75
L0006205,T003511,2024-03-15 15:14:00,S001,P016,1,340,130
L0006206,T003511,2024-03-15 15:14:00,S001,P064,1,135,65
L0006207,T003511,2024-03-15 15:14:00,S001,P010,1,205,75
L0029372,T016363,2024-03-15 15:45:00,S002,P059,1,245,145
L0016216,T009070,2024-03-15 16:09:00,S001,P035,1,295,105
L0016217,T009070,2024-03-15 16:09:00,S001,P041,1,100,25
L0014415,T008079,2024-03-15 16:41:30,S001,P002,1,125,40
L0014416,T008079,2024-03-15 16:41:30,S001,P069,1,315,205
L0014417,T008079,2024-03-15 16:41:30,S001,P010,1,205,75
L0030613,T017052,2024-03-15 17:12:15,S001,P022,1,245,95
L0032431,T018070,2024-03-15 17:17:45,S001,P009,1,160,55
L0032432,T018070,2024-03-15 17:17:45,S001,P067,2,185,85
L0032433,T018070,2024-03-15 17:17:45,S001,P066,1,125,65
L0016544,T009250,2024-03-15 17:20:45,S001,P010,1,205,75
L0030877,T017196,2024-03-15 17:27:00,S002,P010,1,205,85
L0030878,T017196,2024-03-15 17:27:00,S002,P054,1,165,50
L0027164,T015159,2024-03-15 17:52:00,S001,P006,1,155,55
L0027845,T015537,2024-03-15 18:12:00,S001,P071,1,325,200
L0005366,T003043,2024-03-15 18:43:15,S002,P001,1,100,35
L0002581,T001495,2024-03-15 18:45:00,S002,P010,1,205,85
L0002582,T001495,2024-03-15 18:45:00,S002,P034,1,240,95
L0014382,T008060,2024-03-15 19:19:00,S002,P062,1,175,100
L0014383,T008060,2024-03-15 19:19:00,S002,P043,1,150,45
L0004882,T002779,2024-03-15 19:40:00,S003,P010,1,205,105
L0004883,T002779,2024-03-15 19:40:00,S003,P065,1,165,130
L0004884,T002779,2024-03-15 19:40:00,S003,P037,1,90,45
L0004885,T002779,2024-03-15 19:40:00,S003,P015,1,260,135
L0012555,T007065,2024-03-15 20:41:15,S001,P033,1,185,70
L0012556,T007065,2024-03-15 20:41:15,S001,P037,2,90,25
L0012557,T007065,2024-03-15 20:41:15,S001,P061,2,95,50
L0027497,T015347,2024-03-16 08:12:00,S001,P001,1,100,35
L0027498,T015347,2024-03-16 08:12:00,S001,P058,1,145,75
L0014508,T008125,2024-03-16 08:30:00,S002,P006,1,155,60
L0014509,T008125,2024-03-16 08:30:00,S002,P058,1,145,85
L0014510,T008125,2024-03-16 08:30:00,S002,P066,1,125,70
L0014511,T008125,2024-03-16 08:30:00,S002,P064,2,135,80
L0017424,T009736,2024-03-16 08:35:00,S002,P006,1,155,65
L0006160,T003483,2024-03-16 08:56:45,S002,P018,2,225,85
L0018259,T010196,2024-03-16 09:00:45,S001,P003,1,150,55
L0018260,T010196,2024-03-16 09:00:45,S001,P065,1,165,90
L0004995,T002838,2024-03-16 09:23:15,S003,P007,1,190,95
L0004996,T002838,2024-03-16 09:23:15,S003,P059,1,245,195
L0025642,T014319,2024-03-16 09:49:00,S001,P014,1,215,75
L0007639,T004336,2024-03-16 10:19:15,S001,P008,1,245,85
L0007640,T004336,2024-03-16 10:19:15,S001,P047,1,165,50
L0027906,T015568,2024-03-16 10:42:00,S001,P010,1,205,80
L0003203,T001839,2024-03-16 10:43:30,S002,P072,1,355,240
L0016311,T009117,2024-03-16 11:04:00,S001,P016,1,340,125
L0016312,T009117,2024-03-16 11:04:00,S001,P027,1,285,90
L0016313,T009117,2024-03-16 11:04:00,S001,P068,1,295,175
L0006777,T003859,2024-03-16 11:27:45,S001,P024,1,385,140
L0022955,T012824,2024-03-16 11:55:15,S001,P071,1,325,210
L0022956,T012824,2024-03-16 11:55:15,S001,P021,1,190,60
L0017572,T009817,2024-03-16 12:08:00,S001,P011,1,250,80
L0019732,T010993,2024-03-16 12:50:00,S003,P028,1,370,170
L0019733,T010993,2024-03-16 12:50:00,S003,P064,1,135,110
L0019734,T010993,2024-03-16 12:50:00,S003,P072,1,355,315
L0020930,T011668,2024-03-16 12:51:15,S003,P072,1,355,300
L0020931,T011668,2024-03-16 12:51:15,S003,P063,1,225,175
L0004786,T002718,2024-03-16 13:04:00,S002,P007,1,190,70
L0029825,T016622,2024-03-16 13:31:00,S001,P039,1,140,35
L0029826,T016622,2024-03-16 13:31:00,S001,P064,1,135,65
L0029827,T016622,2024-03-16 13:31:00,S001,P051,1,275,85
L0011715,T006598,2024-03-16 13:31:30,S001,P022,1,245,100
L0011716,T006598,2024-03-16 13:31:30,S001,P071,1,325,190
L0013540,T007601,2024-03-16 13:33:00,S002,P072,1,355,215
L0013541,T007601,2024-03-16 13:33:00,S002,P068,1,295,195
L0013542,T007601,2024-03-16 13:33:00,S002,P071,1,325,220
L0013543,T007601,2024-03-16 13:33:00,S002,P046,1,135,40
L0018941,T010566,2024-03-16 14:39:00,S001,P002,1,125,50
L0018942,T010566,2024-03-16 14:39:00,S001,P030,1,220,85
L0014983,T008379,2024-03-16 14:45:00,S002,P063,1,225,135
L0021082,T011753,2024-03-16 15:18:45,S001,P059,2,245,135
L0013884,T007790,2024-03-16 15:19:15,S003,P066,2,125,100
L0019086,T010642,2024-03-16 15:28:00,S003,P003,1,150,80
L0017029,T009520,2024-03-16 16:45:00,S002,P038,1,115,35
L0021362,T011911,2024-03-16 16:53:00,S003,P060,1,255,195
L0022779,T012723,2024-03-16 17:18:45,S002,P026,1,235,95
L0022780,T012723,2024-03-16 17:18:45,S002,P067,2,185,105
L0014080,T007894,2024-03-16 17:36:00,S003,P031,1,270,140
L0014081,T007894,2024-03-16 17:36:00,S003,P060,1,255,215
L0005526,T003130,2024-03-16 17:48:00,S002,P061,1,95,55
L0005527,T003130,2024-03-16 17:48:00,S002,P071,1,325,225
L0026900,T015001,2024-03-16 18:52:45,S002,P039,1,140,40
L0018278,T010206,2024-03-16 20:00:45,S002,P047,1,165,50
L0021368,T011914,2024-03-17 09:03:00,S002,P014,1,215,95
L0024288,T013540,2024-03-17 09:26:00,S002,P010,1,205,75
L0011581,T006524,2024-03-17 09:41:00,S001,P017,1,175,60
L0011582,T006524,2024-03-17 09:41:00,S001,P062,1,175,95
L0028476,T015867,2024-03-17 09:54:15,S001,P022,3,245,90
L0010354,T005853,2024-03-17 09:59:00,S003,P063,1,225,175
L0006101,T003454,2024-03-17 10:02:45,S002,P007,1,190,80
L0006102,T003454,2024-03-17 10:02:45,S002,P060,1,255,135
